53.0789,7.615,DHO38,23400,"Rhauderfehn, Germany"
48.544632,2.579429,FTA,20900,"Sainte-Assise, France"
32.082084,130.82796,NDT,22200,"Ebino, Japan"
54.911643,-3.278456,GBZ,19580,"Anthorn, UK"
44.644936,-67.281639,NAA,24000,"Maine, USA"
